S.No.,Application Number,Application Type,Institute Name,Inst Address,Inst Address 2,CITY,District,Pincode,Minority Institute,Womens institute,State,Region,Inst Type,Program,Course,Level,Specialization,Intake,Approval
,1-4092383,New Institute,SREE VIDYANIKETHAN GROUP OF INSTITUTIONS,Sree Sainath Nagar,"A.Rangampet, Chandragiri Mandal",A.Rangampet,Chittoor,517102,,,Andhra Pradesh,South Central,Unaided - Private,MCA,Master in Computer Application,Post Graduate,Master of Computer Applications,60,No
,1-4092383,New Institute,SREE VIDYANIKETHAN GROUP OF INSTITUTIONS,Sree Sainath Nagar,"A.Rangampet, Chandragiri Mandal",A.Rangampet,Chittoor,517102,,,Andhra Pradesh,South Central,Unaided - Private,MCA,Master in Computer Application,Post Graduate,Master of Computer Applications,120,No
,1-4092383,New Institute,SREE VIDYANIKETHAN GROUP OF INSTITUTIONS,Sree Sainath Nagar,"A.Rangampet, Chandragiri Mandal",A.Rangampet,Chittoor,517102,,,Andhra Pradesh,South Central,Unaided - Private,Engineering & Technology,Computer Science & Engineering,Graduate,B.Tech in Computer Science and Engineering,120,No
295,1-6589031,New Institute,Sri Geervani Institute of Management,"H. NO. 15-86/1,Opp. Bus stand",Choppadandi,Karimnagar,Karimnagar,505415,,,Andhra Pradesh,South Central,Unaided-Private,Management,Master in Business Admin,Post Graduate,Master of Business Administration,120,No
296,1-1232161,New Institute,SRI KRISHNA SAI INSTITUTE OF TECHNOLOGY,"sy no 3/3, machireddigaripalle, nimmanapalle mandal","Nimmanapalle Mandal,Madanapalle, chittoor dist, A.P.",Madanapalle,chittoor,517325,,,Andhra Pradesh,South Central,Unaided-Private,Management,Master in Business Admin,Post Graduate,MBA,120,No
297,1-6392801,New Institute,St. Mary's Group of Institutions Guntur,Chebrolu Village,Chebrolu Mandal,Chebrolu,Guntur,522212,Y,,Andhra Pradesh,South Central,Unaided-Private,Engineering & Technology,Information Technology,Graduate,IT,60,No
,1-6392801,New Institute,St. Mary's Group of Institutions Guntur,Chebrolu Village,Chebrolu Mandal,Chebrolu,Guntur,522212,Y,,Andhra Pradesh,South Central,Unaided-Private,Pharmacy,Pharmacy,Graduate,PHARMACY,180,No
,1-6392801,New Institute,St. Mary's Group of Institutions Guntur,Chebrolu Village,Chebrolu Mandal,Chebrolu,Guntur,522212,Y,,Andhra Pradesh,South Central,Unaided-Private,MCA,Master in Business Admin.,Post Graduate,MBA,60,No
,1-6392801,New Institute,St. Mary's Group of Institutions Guntur,Chebrolu Village,Chebrolu Mandal,Chebrolu,Guntur,522212,Y,,Andhra Pradesh,South Central,Unaided-Private,Engineering & Technology,MBA,Post Graduate,MBA,60,No
,1-6392801,New Institute,St. Mary's Group of Institutions Guntur,Chebrolu Village,Chebrolu Mandal,Chebrolu,Guntur,522212,Y,,Andhra Pradesh,South Central,Unaided-Private,Engineering & Technology,MCA,Post Graduate,MCA,60,No
,1-6392801,New Institute,St. Mary's Group of Institutions Guntur,Chebrolu Village,Chebrolu Mandal,Chebrolu,Guntur,522212,Y,,Andhra Pradesh,South Central,Unaided-Private,MCA,Master in Computer Application,Post Graduate,MCA,60,No
,1-6392801,New Institute,St. Mary's Group of Institutions Guntur,Chebrolu Village,Chebrolu Mandal,Chebrolu,Guntur,522212,Y,,Andhra Pradesh,South Central,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,ME,60,No
,1-6392801,New Institute,St. Mary's Group of Institutions Guntur,Chebrolu Village,Chebrolu Mandal,Chebrolu,Guntur,522212,Y,,Andhra Pradesh,South Central,Unaided-Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,EEE,60,No
,1-6392801,New Institute,St. Mary's Group of Institutions Guntur,Chebrolu Village,Chebrolu Mandal,Chebrolu,Guntur,522212,Y,,Andhra Pradesh,South Central,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,CSE,120,No
,1-6392801,New Institute,St. Mary's Group of Institutions Guntur,Chebrolu Village,Chebrolu Mandal,Chebrolu,Guntur,522212,Y,,Andhra Pradesh,South Central,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,ECE,120,No
298,1-5101973,New Institute,St. Mary's Group of Institutions Prakasam,Podili Village,Podili Mandal,Podili,Prakasam,523240,Y,,Andhra Pradesh,South Central,Unaided-Private,MCA,Master in Business Admin.,Post Graduate,MBA,60,No
,1-5101973,New Institute,St. Mary's Group of Institutions Prakasam,Podili Village,Podili Mandal,Podili,Prakasam,523240,Y,,Andhra Pradesh,South Central,Unaided-Private,Management,Master in Business Admin,Post Graduate,MBA,180,No
,1-5101973,New Institute,St. Mary's Group of Institutions Prakasam,Podili Village,Podili Mandal,Podili,Prakasam,523240,Y,,Andhra Pradesh,South Central,Unaided-Private,MCA,Master in Computer Application,Post Graduate,MCA,60,No
299,1-14252811,New Institute,St.Thomas college of Management,"2-118,
Achanpally Village,
Post:Shakkarnagar,",Bodhan,Bodhan,Nizamabad,503180,,,Andhra Pradesh,South Central,Unaided-Private,Management,Master in Business Admin,Post Graduate,Management,120,No
300,1-3678161,New Institute,Sumourya Institute of Management,"# 87/435,Sri Nagar Colony,Kurnool-518002, AP","B. Thandrapadu (V), Shilpa Brindavan,Nandyal Road,Kurnool- AP",Kurnool,Kurnool,518002,,,Andhra Pradesh,South Central,Unaided - Private,Management,Master in Business Admin,Post Graduate,"HRM,MM,FM and Systems",120,No
301,1-7979783,New Institute,Ushodaya Institute of Management and Technology,"Survey Nos 289/80/A and 289/93/EE,Seetarampet Village, Ibrahimpatnam",,Ranga Reddy,Ranga Reddy,501506,,,Andhra Pradesh,South Central,Unaided-Private,Management,Master in Business Admin,Post Graduate,"FINANCE,MARKETING,HR",60,No
302,1-6161361,New Institute,Vidya Jyotji Institute of Management and Technology,"Polur village, Nandyal Mandal, Kurnool District, Andhra Pradesh",,,Kurnool,,,,Andhra Pradesh,South Central,Unaided-Private,Management,Master in Business Admin,Post Graduate,"MBA-HR,MM,FM & Systems",120,No
303,1-9661494,New Institute,VIDYANIKETAN INSTITUTE OF TECHNOLOGY,"SY.NO.103 & 104,SHABAD ROAD",,CHEVELLA,RANGA REDDY,,,,Andhra Pradesh,South Central,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,COMPUTER SCIENCE AND ENGINEERING,60,No
,1-9661494,New Institute,VIDYANIKETAN INSTITUTE OF TECHNOLOGY,"SY.NO.103 & 104,SHABAD ROAD",,CHEVELLA,RANGA REDDY,,,,Andhra Pradesh,South Central,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,ELECTRONICS AND COMMUNICATION ENGINEERING,60,No
,1-9661494,New Institute,VIDYANIKETAN INSTITUTE OF TECHNOLOGY,"SY.NO.103 & 104,SHABAD ROAD",,CHEVELLA,RANGA REDDY,,,,Andhra Pradesh,South Central,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,MECHANICAL ENGINEERING,60,No
,1-9661494,New Institute,VIDYANIKETAN INSTITUTE OF TECHNOLOGY,"SY.NO.103 & 104,SHABAD ROAD",,CHEVELLA,RANGA REDDY,,,,Andhra Pradesh,South Central,Unaided-Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,ELECTRICAL AND ELECTRONICS ENGINEERING,60,No
,1-9661494,New Institute,VIDYANIKETAN INSTITUTE OF TECHNOLOGY,"SY.NO.103 & 104,SHABAD ROAD",,CHEVELLA,RANGA REDDY,,,,Andhra Pradesh,South Central,Unaided-Private,Engineering & Technology,Civil Engineering,Graduate,CIVIL ENGINEERING,60,No
304,1-3932331,New Institute,VISAKHA INSTITUTE OF MANAGEMENT SCIENCE,BODAMETTAPALEM,"DAKAMARRI, BHEEMUNIPATNAM",VISAKHAPATNAM,VISAKHAPATNAM,531162,N,,Andhra Pradesh,South Central,Unaided - Private,Management,Master in Business Admin,Post Graduate,Master in Business Administration,120,No
305,1-12393881,New Institute,VITS GROUP OF INSTITUTIONS,SONTYAM (Vill),ANANDAPURAM (Mandal),VISAKHAPATNAM,VISAKHAPATNAM,531173,,,Andhra Pradesh,South Central,Unaided-Private,Management,Master in Business Admin,Post Graduate,MBA,120,No
,1-12393881,New Institute,VITS GROUP OF INSTITUTIONS,SONTYAM (Vill),ANANDAPURAM (Mandal),VISAKHAPATNAM,VISAKHAPATNAM,531173,,,Andhra Pradesh,South Central,Unaided-Private,Engineering & Technology,MBA,Post Graduate,MBA,60,No
,1-12393881,New Institute,VITS GROUP OF INSTITUTIONS,SONTYAM (Vill),ANANDAPURAM (Mandal),VISAKHAPATNAM,VISAKHAPATNAM,531173,,,Andhra Pradesh,South Central,Unaided-Private,Engineering & Technology,Information Technology,Graduate,,30,No
,1-12393881,New Institute,VITS GROUP OF INSTITUTIONS,SONTYAM (Vill),ANANDAPURAM (Mandal),VISAKHAPATNAM,VISAKHAPATNAM,531173,,,Andhra Pradesh,South Central,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,,90,No
,1-12393881,New Institute,VITS GROUP OF INSTITUTIONS,SONTYAM (Vill),ANANDAPURAM (Mandal),VISAKHAPATNAM,VISAKHAPATNAM,531173,,,Andhra Pradesh,South Central,Unaided-Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,,60,No
,1-12393881,New Institute,VITS GROUP OF INSTITUTIONS,SONTYAM (Vill),ANANDAPURAM (Mandal),VISAKHAPATNAM,VISAKHAPATNAM,531173,,,Andhra Pradesh,South Central,Unaided-Private,Engineering & Technology,Electrical & Communication,Graduate,,120,No
